anio,semana,dia,contaminante,max,avg
2014,46,1,ozono,86,18.8000000000000000
2015,46,2,ozono,69,15.5166666666666667
2013,46,2,ozono,35,17.2916666666666667
2015,46,5,ozono,35,13.9333333333333333
2013,46,4,ozono,72,22.5500000000000000
2015,46,4,ozono,80,18.6000000000000000
2015,46,3,ozono,122,26.3750000000000000
2014,46,3,ozono,39,12.8500000000000000
2015,46,1,ozono,73,17.3500000000000000
2014,46,2,ozono,67,19.3166666666666667
2013,46,0,ozono,114,36.4583333333333333
2015,46,6,ozono,23,12.7750000000000000
2013,46,1,ozono,64,23.3000000000000000
2014,46,4,ozono,73,16.3500000000000000
2014,46,6,ozono,101,25.0000000000000000
2013,46,3,ozono,41,22.4583333333333333
2015,46,0,ozono,46,15.7166666666666667
2014,46,0,ozono,104,26.9833333333333333
2015,46,0,pm10,54,37.6083333333333333
2013,46,6,pm10,92,55.1083333333333333
2015,46,4,pm10,107,87.3583333333333333
2015,46,3,pm10,107,79.5166666666666667
2013,46,1,pm10,36,24.6500000000000000
2013,46,2,pm10,38,25.5916666666666667
2015,46,5,pm10,103,61.4416666666666667
2014,46,0,pm10,97,72.7333333333333333
2013,46,0,pm10,73,45.5666666666666667
2014,46,6,pm10,103,78.3250000000000000
2015,46,6,pm10,68,37.1166666666666667
2015,46,1,pm10,76,36.2166666666666667
2014,46,2,pm10,105,72.6000000000000000
2014,46,5,pm10,104,71.2416666666666667
2015,46,2,pm10,105,70.2916666666666667
2014,46,4,pm10,88,55.6250000000000000
2014,46,1,pm10,102,55.4833333333333333
2013,46,3,pm10,30,16.9583333333333333
2013,46,4,pm10,59,28.0666666666666667
2014,46,3,pm10,86,47.8333333333333333
2013,46,5,pm10,98,59.4250000000000000
2014,47,1,dioxido_de_azufre,6,2.1000000000000000
2015,47,1,dioxido_de_azufre,10,4.9083333333333333
2013,47,0,dioxido_de_azufre,26,8.2583333333333333
2013,47,4,dioxido_de_azufre,5,2.8583333333333333
2014,47,0,dioxido_de_azufre,2,1.8000000000000000
2013,47,6,dioxido_de_azufre,5,2.3833333333333333
2015,47,2,dioxido_de_azufre,8,3.4833333333333333
2013,47,5,dioxido_de_azufre,5,3.2166666666666667
2013,47,1,dioxido_de_azufre,12,4.8583333333333333
2014,47,6,dioxido_de_azufre,4,2.3916666666666667
2014,47,3,dioxido_de_azufre,21,8.5750000000000000
2015,47,5,dioxido_de_azufre,27,9.4416666666666667
2013,47,3,dioxido_de_azufre,9,3.9666666666666667
2015,47,4,dioxido_de_azufre,27,10.5000000000000000
2015,47,0,dioxido_de_azufre,18,6.1000000000000000
2015,47,3,dioxido_de_azufre,9,5.2083333333333333
2014,47,2,dioxido_de_azufre,17,6.9500000000000000
2013,47,2,dioxido_de_azufre,12,4.5166666666666667
2014,47,5,dioxido_de_azufre,26,4.3833333333333333
2015,47,6,dioxido_de_azufre,18,10.8583333333333333
2014,47,4,dioxido_de_azufre,36,16.5250000000000000
2014,47,5,dioxido_de_nitrogeno,48,23.6583333333333333
2013,47,4,dioxido_de_nitrogeno,40,20.8250000000000000
2013,47,2,dioxido_de_nitrogeno,32,16.7250000000000000
2015,47,6,dioxido_de_nitrogeno,41,14.8666666666666667
2013,47,6,dioxido_de_nitrogeno,21,13.3083333333333333
2015,47,3,dioxido_de_nitrogeno,47,18.4416666666666667
2014,47,0,dioxido_de_nitrogeno,32,13.3500000000000000
2013,47,3,dioxido_de_nitrogeno,47,19.7250000000000000
2015,47,2,dioxido_de_nitrogeno,34,21.0500000000000000
2013,47,0,dioxido_de_nitrogeno,46,18.6583333333333333
2014,47,4,dioxido_de_nitrogeno,37,18.8500000000000000
2015,47,1,dioxido_de_nitrogeno,40,16.0333333333333333
2014,47,1,dioxido_de_nitrogeno,24,14.0833333333333333
2013,47,1,dioxido_de_nitrogeno,27,16.8000000000000000
2014,47,6,dioxido_de_nitrogeno,31,15.9750000000000000
2015,47,5,dioxido_de_nitrogeno,46,18.0750000000000000
2014,47,2,dioxido_de_nitrogeno,31,16.0083333333333333
2015,47,0,dioxido_de_nitrogeno,21,11.8583333333333333
2014,47,3,dioxido_de_nitrogeno,35,20.5666666666666667
2013,47,5,dioxido_de_nitrogeno,50,23.2083333333333333
2015,47,4,dioxido_de_nitrogeno,36,20.8750000000000000
2015,47,2,monoxido_de_carbono,21,11.7250000000000000
2014,47,3,monoxido_de_carbono,20,11.4583333333333333
2015,47,4,monoxido_de_carbono,20,11.9333333333333333
2015,47,3,monoxido_de_carbono,32,10.2666666666666667
2015,47,1,monoxido_de_carbono,14,7.6666666666666667
2015,47,5,monoxido_de_carbono,15,8.8333333333333333
2013,47,0,monoxido_de_carbono,23,11.0666666666666667
2013,47,3,monoxido_de_carbono,19,11.1416666666666667
2013,47,1,monoxido_de_carbono,13,7.6666666666666667
2013,47,5,monoxido_de_carbono,25,15.2166666666666667
2015,47,0,monoxido_de_carbono,10,5.5500000000000000
2014,47,6,monoxido_de_carbono,25,13.0333333333333333
2014,47,5,monoxido_de_carbono,25,14.9666666666666667
2014,47,2,monoxido_de_carbono,17,9.5500000000000000
2014,47,1,monoxido_de_carbono,15,9.1000000000000000
2014,47,0,monoxido_de_carbono,21,9.9916666666666667
2013,47,6,monoxido_de_carbono,15,8.1250000000000000
2014,47,4,monoxido_de_carbono,15,10.5583333333333333
2013,47,4,monoxido_de_carbono,22,10.6333333333333333
2015,47,6,monoxido_de_carbono,18,9.6000000000000000
2013,47,2,monoxido_de_carbono,15,8.2500000000000000
2013,47,4,ozono,76,27.0750000000000000
2014,47,5,ozono,49,12.1333333333333333
2014,47,4,ozono,53,13.5250000000000000
2015,47,0,ozono,40,16.8500000000000000
2014,47,6,ozono,53,16.2333333333333333
2015,47,3,ozono,114,26.9083333333333333
2013,47,0,ozono,49,12.3583333333333333
2013,47,6,ozono,65,17.0333333333333333
2013,47,3,ozono,76,27.8333333333333333
2013,47,2,ozono,70,23.3750000000000000
2013,47,1,ozono,95,32.0000000000000000
2014,47,3,ozono,105,24.4416666666666667
2015,47,1,ozono,107,30.4916666666666667
2015,47,5,ozono,116,27.0916666666666667
2014,47,1,ozono,80,22.3416666666666667
2013,47,5,ozono,90,26.0333333333333333
2014,47,0,ozono,102,23.3166666666666667
2015,47,6,ozono,63,19.4250000000000000
2015,47,4,ozono,48,14.1666666666666667
2015,47,2,ozono,73,22.8333333333333333
2014,47,2,ozono,46,16.0083333333333333
2014,47,1,pm10,73,53.1666666666666667
2015,47,1,pm10,102,53.7583333333333333
2015,47,4,pm10,117,97.4833333333333333
2013,47,3,pm10,57,38.7666666666666667
2014,47,4,pm10,105,83.4500000000000000
2015,47,3,pm10,121,89.6250000000000000
2013,47,4,pm10,73,44.6416666666666667
2015,47,5,pm10,115,96.0166666666666667
2015,47,2,pm10,111,79.7166666666666667
2014,47,2,pm10,93,56.2750000000000000
2014,47,3,pm10,102,78.0166666666666667
2015,47,6,pm10,113,91.3666666666666667
2013,47,1,pm10,58,40.3000000000000000
2014,47,6,pm10,102,78.5250000000000000
2014,47,5,pm10,91,69.8583333333333333
2013,47,2,pm10,58,40.1750000000000000
2015,47,0,pm10,108,57.1166666666666667
2013,47,0,pm10,72,41.9000000000000000
2014,47,0,pm10,83,52.9750000000000000
2013,47,5,pm10,88,55.4416666666666667
2013,47,6,pm10,85,47.6500000000000000
2013,48,3,dioxido_de_azufre,38,8.2833333333333333
2013,48,4,dioxido_de_azufre,64,33.3000000000000000
2015,48,2,dioxido_de_azufre,59,26.5666666666666667
2015,48,1,dioxido_de_azufre,48,18.5833333333333333
2014,48,4,dioxido_de_azufre,13,4.6583333333333333
2013,48,0,dioxido_de_azufre,44,23.5333333333333333
2015,48,5,dioxido_de_azufre,18,11.9250000000000000
2015,48,0,dioxido_de_azufre,24,11.6250000000000000
2013,48,6,dioxido_de_azufre,47,24.2250000000000000
2014,48,0,dioxido_de_azufre,17,8.1000000000000000
2013,48,5,dioxido_de_azufre,49,29.5666666666666667
2015,48,3,dioxido_de_azufre,32,15.4666666666666667
2013,48,1,dioxido_de_azufre,26,8.6083333333333333
2014,48,2,dioxido_de_azufre,8,2.8250000000000000
2015,48,4,dioxido_de_azufre,15,4.8000000000000000
2013,48,2,dioxido_de_azufre,8,2.9333333333333333
2014,48,5,dioxido_de_azufre,23,16.9416666666666667
2015,48,6,dioxido_de_azufre,27,11.3666666666666667
2014,48,3,dioxido_de_azufre,8,5.3666666666666667
2014,48,6,dioxido_de_azufre,26,18.6250000000000000
2014,48,1,dioxido_de_azufre,3,1.8416666666666667
2013,48,2,dioxido_de_nitrogeno,44,16.6333333333333333
2015,48,6,dioxido_de_nitrogeno,28,15.6916666666666667
2014,48,0,dioxido_de_nitrogeno,46,23.0416666666666667
2015,48,1,dioxido_de_nitrogeno,60,22.8083333333333333
2013,48,0,dioxido_de_nitrogeno,47,25.1583333333333333
2013,48,4,dioxido_de_nitrogeno,51,23.5916666666666667
2013,48,5,dioxido_de_nitrogeno,45,22.6916666666666667
2014,48,3,dioxido_de_nitrogeno,37,17.9583333333333333
2015,48,2,dioxido_de_nitrogeno,41,19.1416666666666667
2013,48,1,dioxido_de_nitrogeno,46,20.9083333333333333
2014,48,2,dioxido_de_nitrogeno,42,18.2083333333333333
2015,48,4,dioxido_de_nitrogeno,49,22.1166666666666667
2015,48,3,dioxido_de_nitrogeno,40,21.1666666666666667
2014,48,4,dioxido_de_nitrogeno,38,18.1333333333333333
2014,48,6,dioxido_de_nitrogeno,44,25.9416666666666667
2015,48,5,dioxido_de_nitrogeno,32,17.0416666666666667
2014,48,1,dioxido_de_nitrogeno,49,19.2750000000000000
2015,48,0,dioxido_de_nitrogeno,35,15.2916666666666667
2013,48,3,dioxido_de_nitrogeno,43,19.7500000000000000
2013,48,6,dioxido_de_nitrogeno,54,26.4500000000000000
2014,48,5,dioxido_de_nitrogeno,52,25.1916666666666667
2014,48,2,monoxido_de_carbono,21,11.8916666666666667
2015,48,0,monoxido_de_carbono,11,6.7333333333333333
2013,48,5,monoxido_de_carbono,19,11.5750000000000000
2015,48,4,monoxido_de_carbono,24,12.8583333333333333
2013,48,3,monoxido_de_carbono,15,7.9833333333333333
2015,48,2,monoxido_de_carbono,23,9.3083333333333333
2013,48,4,monoxido_de_carbono,25,12.5583333333333333
2014,48,0,monoxido_de_carbono,25,13.8166666666666667
2015,48,1,monoxido_de_carbono,17,11.0500000000000000
2013,48,6,monoxido_de_carbono,29,11.5500000000000000
2014,48,6,monoxido_de_carbono,21,13.2416666666666667
2013,48,2,monoxido_de_carbono,22,11.4833333333333333
2013,48,0,monoxido_de_carbono,31,15.8750000000000000
2014,48,1,monoxido_de_carbono,20,11.3000000000000000
2013,48,1,monoxido_de_carbono,25,15.3583333333333333
2014,48,3,monoxido_de_carbono,16,8.3416666666666667
2014,48,5,monoxido_de_carbono,20,9.7750000000000000
2015,48,6,monoxido_de_carbono,16,9.9583333333333333
2015,48,5,monoxido_de_carbono,17,10.6250000000000000
2015,48,3,monoxido_de_carbono,18,11.5666666666666667
2014,48,4,monoxido_de_carbono,20,8.6916666666666667
2015,48,5,ozono,41,11.8500000000000000
2013,48,2,ozono,77,22.6000000000000000
2014,48,5,ozono,69,19.0750000000000000
2014,48,3,ozono,50,18.5500000000000000
2013,48,5,ozono,83,26.2833333333333333
2015,48,4,ozono,143,32.2750000000000000
2015,48,2,ozono,109,25.1833333333333333
2013,48,4,ozono,103,28.3833333333333333
2014,48,1,ozono,59,17.1333333333333333
2014,48,2,ozono,71,18.5416666666666667
2013,48,1,ozono,95,23.6083333333333333
2014,48,0,ozono,129,34.4416666666666667
2013,48,6,ozono,81,25.0250000000000000
2013,48,0,ozono,107,29.7166666666666667
2015,48,3,ozono,110,28.6250000000000000
2015,48,1,ozono,76,13.2583333333333333
2013,48,3,ozono,76,23.4083333333333333
2014,48,6,ozono,122,31.5166666666666667
2015,48,0,ozono,101,23.7250000000000000
2014,48,4,ozono,44,17.1250000000000000
2015,48,6,ozono,100,20.0833333333333333
2014,48,6,pm10,114,104.7666666666666667
2015,48,5,pm10,110,96.3916666666666667
2013,48,0,pm10,104,74.8833333333333333
2015,48,6,pm10,107,95.4000000000000000
2015,48,3,pm10,116,89.9166666666666667
2013,48,6,pm10,92,63.1916666666666667
2015,48,1,pm10,116,73.1416666666666667
2015,48,2,pm10,122,104.0583333333333333
2015,48,4,pm10,110,84.0833333333333333
2014,48,0,pm10,117,105.3916666666666667
2014,48,2,pm10,114,78.8666666666666667
2014,48,4,pm10,110,75.3000000000000000
2014,48,3,pm10,99,75.2000000000000000
2013,48,1,pm10,83,62.9666666666666667
2013,48,4,pm10,101,71.3500000000000000
2013,48,5,pm10,97,68.9250000000000000
2014,48,5,pm10,109,91.2333333333333333
2014,48,1,pm10,113,70.2916666666666667
2013,48,2,pm10,83,52.1833333333333333
2015,48,0,pm10,102,71.9416666666666667
2013,48,3,pm10,69,41.6916666666666667
2015,49,5,dioxido_de_azufre,41,11.1166666666666667
2015,49,6,dioxido_de_azufre,42,14.3916666666666667
2015,49,2,dioxido_de_azufre,28,13.3250000000000000
2013,49,0,dioxido_de_azufre,8,3.8833333333333333
2014,49,3,dioxido_de_azufre,13,5.8583333333333333
2014,49,1,dioxido_de_azufre,8,5.4500000000000000
2013,49,5,dioxido_de_azufre,8,5.3750000000000000
2013,49,3,dioxido_de_azufre,7,3.8000000000000000
2015,49,0,dioxido_de_azufre,35,20.6916666666666667
2015,49,1,dioxido_de_azufre,29,16.1416666666666667
2015,49,3,dioxido_de_azufre,18,9.7833333333333333
2013,49,4,dioxido_de_azufre,6,3.3666666666666667
2013,49,2,dioxido_de_azufre,15,7.5916666666666667
2013,49,6,dioxido_de_azufre,10,5.7333333333333333
2014,49,2,dioxido_de_azufre,8,3.5333333333333333
2014,49,4,dioxido_de_azufre,10,7.0166666666666667
2014,49,6,dioxido_de_azufre,20,7.9416666666666667
2013,49,1,dioxido_de_azufre,35,13.9333333333333333
2014,49,5,dioxido_de_azufre,12,5.6583333333333333
2014,49,0,dioxido_de_azufre,19,6.0583333333333333
2015,49,4,dioxido_de_azufre,15,7.0333333333333333
2013,49,6,dioxido_de_nitrogeno,43,19.4416666666666667
2014,49,4,dioxido_de_nitrogeno,64,28.2250000000000000
2014,49,5,dioxido_de_nitrogeno,63,32.4500000000000000
2013,49,1,dioxido_de_nitrogeno,68,31.1166666666666667
2015,49,1,dioxido_de_nitrogeno,55,24.1750000000000000
2013,49,5,dioxido_de_nitrogeno,70,27.7083333333333333
2015,49,2,dioxido_de_nitrogeno,65,29.4833333333333333
2015,49,6,dioxido_de_nitrogeno,36,20.5916666666666667
2015,49,3,dioxido_de_nitrogeno,61,24.7416666666666667
2013,49,0,dioxido_de_nitrogeno,40,18.7333333333333333
2014,49,2,dioxido_de_nitrogeno,37,17.1500000000000000
2013,49,3,dioxido_de_nitrogeno,60,27.5583333333333333
2015,49,5,dioxido_de_nitrogeno,47,20.4416666666666667
2014,49,0,dioxido_de_nitrogeno,21,11.8416666666666667
2015,49,4,dioxido_de_nitrogeno,31,16.7083333333333333
2014,49,6,dioxido_de_nitrogeno,46,23.2666666666666667
2014,49,3,dioxido_de_nitrogeno,50,21.6416666666666667
2013,49,4,dioxido_de_nitrogeno,61,25.3916666666666667
2014,49,1,dioxido_de_nitrogeno,55,22.8750000000000000
2013,49,2,dioxido_de_nitrogeno,65,28.8416666666666667
2015,49,0,dioxido_de_nitrogeno,34,14.1083333333333333
2015,49,4,monoxido_de_carbono,13,8.4750000000000000
2013,49,3,monoxido_de_carbono,25,16.3083333333333333
2014,49,0,monoxido_de_carbono,13,6.4333333333333333
2013,49,6,monoxido_de_carbono,25,11.5250000000000000
2015,49,2,monoxido_de_carbono,28,16.0000000000000000
2014,49,4,monoxido_de_carbono,22,10.7083333333333333
2014,49,1,monoxido_de_carbono,25,13.6166666666666667
2014,49,3,monoxido_de_carbono,16,9.4333333333333333
2013,49,1,monoxido_de_carbono,37,21.5416666666666667
2015,49,6,monoxido_de_carbono,13,9.7583333333333333
2013,49,5,monoxido_de_carbono,32,17.5500000000000000
2015,49,1,monoxido_de_carbono,20,10.2250000000000000
2015,49,0,monoxido_de_carbono,11,5.8000000000000000
2013,49,0,monoxido_de_carbono,18,11.3083333333333333
2015,49,5,monoxido_de_carbono,15,9.7666666666666667
2014,49,6,monoxido_de_carbono,19,11.4083333333333333
2014,49,2,monoxido_de_carbono,10,6.8250000000000000
2015,49,3,monoxido_de_carbono,31,15.4083333333333333
2014,49,5,monoxido_de_carbono,28,16.6083333333333333
2013,49,2,monoxido_de_carbono,32,18.5083333333333333
2013,49,4,monoxido_de_carbono,30,15.6916666666666667
2015,49,3,ozono,137,37.4583333333333333
2014,49,3,ozono,94,25.6250000000000000
2013,49,0,ozono,92,24.7250000000000000
2014,49,6,ozono,123,29.0000000000000000
2015,49,2,ozono,141,37.3416666666666667
2014,49,0,ozono,65,19.7083333333333333
2015,49,6,ozono,76,16.6333333333333333
2014,49,5,ozono,142,42.0750000000000000
2014,49,2,ozono,67,23.6833333333333333
2014,49,1,ozono,88,26.2250000000000000
2013,49,6,ozono,82,24.6750000000000000
2013,49,2,ozono,90,32.8166666666666667
2015,49,1,ozono,135,29.4833333333333333
2013,49,1,ozono,71,22.3250000000000000
2014,49,4,ozono,116,31.0083333333333333
2013,49,4,ozono,112,30.7166666666666667
2013,49,3,ozono,115,35.4750000000000000
2015,49,0,ozono,65,16.9000000000000000
2015,49,5,ozono,88,17.2750000000000000
2013,49,5,ozono,100,32.3000000000000000
2015,49,4,ozono,48,14.7916666666666667
2014,49,2,pm10,106,83.7500000000000000
2014,49,4,pm10,109,99.1916666666666667
2015,49,2,pm10,136,109.7666666666666667
2013,49,1,pm10,114,71.3833333333333333
2013,49,2,pm10,119,80.6416666666666667
2015,49,6,pm10,110,96.4166666666666667
2015,49,5,pm10,106,76.5416666666666667
2013,49,6,pm10,102,70.0750000000000000
2015,49,0,pm10,111,100.8750000000000000
2013,49,4,pm10,103,70.2250000000000000
2015,49,4,pm10,120,95.3916666666666667
2014,49,0,pm10,109,75.9250000000000000
2015,49,1,pm10,123,79.7916666666666667
2014,49,5,pm10,124,114.2000000000000000
2014,49,1,pm10,111,98.1416666666666667
2014,49,6,pm10,119,110.0916666666666667
2013,49,5,pm10,103,70.6416666666666667
2014,49,3,pm10,106,82.8000000000000000
2015,49,3,pm10,132,109.7083333333333333
2013,49,0,pm10,100,58.0333333333333333
2013,49,3,pm10,109,72.4416666666666667
2015,5,1,dioxido_de_azufre,15,6.7833333333333333
2013,5,3,dioxido_de_azufre,11,4.7250000000000000
2016,5,5,dioxido_de_azufre,46,23.4416666666666667
2015,5,3,dioxido_de_azufre,13,6.8000000000000000
2016,5,4,dioxido_de_azufre,40,15.2333333333333333
2016,5,0,dioxido_de_azufre,29,15.1000000000000000
2015,5,4,dioxido_de_azufre,8,4.5916666666666667
2014,5,2,dioxido_de_azufre,5,3.0583333333333333
2014,5,3,dioxido_de_azufre,6,3.2916666666666667
2013,5,1,dioxido_de_azufre,12,4.0833333333333333
2013,5,4,dioxido_de_azufre,38,18.3000000000000000
2014,5,5,dioxido_de_azufre,15,6.1666666666666667
2014,5,1,dioxido_de_azufre,6,3.6083333333333333
2016,5,3,dioxido_de_azufre,5,2.6666666666666667
2013,5,0,dioxido_de_azufre,39,18.5833333333333333
2015,5,5,dioxido_de_azufre,14,8.6416666666666667
2014,5,0,dioxido_de_azufre,6,3.7916666666666667
2016,5,2,dioxido_de_azufre,3,2.2583333333333333
2013,5,2,dioxido_de_azufre,5,2.8750000000000000
2015,5,0,dioxido_de_azufre,5,2.2750000000000000
2014,5,6,dioxido_de_azufre,8,4.9500000000000000
2013,5,5,dioxido_de_azufre,42,21.8333333333333333
2016,5,1,dioxido_de_azufre,4,2.7333333333333333
2014,5,4,dioxido_de_azufre,15,5.0666666666666667
2015,5,2,dioxido_de_azufre,16,12.7000000000000000
2013,5,6,dioxido_de_azufre,35,23.1000000000000000
2016,5,6,dioxido_de_azufre,34,12.8416666666666667
2015,5,6,dioxido_de_azufre,13,6.2250000000000000
2015,5,1,dioxido_de_nitrogeno,29,16.8500000000000000
2016,5,2,dioxido_de_nitrogeno,33,17.8500000000000000
2015,5,4,dioxido_de_nitrogeno,46,14.2666666666666667
2014,5,1,dioxido_de_nitrogeno,50,25.5500000000000000
2015,5,6,dioxido_de_nitrogeno,42,16.8833333333333333
2013,5,2,dioxido_de_nitrogeno,40,17.8500000000000000
2013,5,4,dioxido_de_nitrogeno,70,27.4416666666666667
2016,5,3,dioxido_de_nitrogeno,53,21.4916666666666667
2016,5,6,dioxido_de_nitrogeno,51,21.8000000000000000
2014,5,0,dioxido_de_nitrogeno,44,23.2583333333333333
2014,5,6,dioxido_de_nitrogeno,56,24.5000000000000000
2013,5,6,dioxido_de_nitrogeno,73,24.3500000000000000
2016,5,5,dioxido_de_nitrogeno,56,25.3000000000000000
2014,5,4,dioxido_de_nitrogeno,44,23.6333333333333333
2016,5,0,dioxido_de_nitrogeno,37,21.4750000000000000
2013,5,5,dioxido_de_nitrogeno,62,28.8833333333333333
2013,5,0,dioxido_de_nitrogeno,36,19.5000000000000000
2016,5,1,dioxido_de_nitrogeno,38,18.5166666666666667
2015,5,0,dioxido_de_nitrogeno,22,11.6250000000000000
2016,5,4,dioxido_de_nitrogeno,48,20.8583333333333333
2015,5,3,dioxido_de_nitrogeno,36,15.2750000000000000
2013,5,1,dioxido_de_nitrogeno,53,21.4416666666666667
2013,5,3,dioxido_de_nitrogeno,64,23.8166666666666667
2014,5,5,dioxido_de_nitrogeno,56,26.5000000000000000
2014,5,2,dioxido_de_nitrogeno,54,19.6666666666666667
2015,5,5,dioxido_de_nitrogeno,33,18.3666666666666667
2015,5,2,dioxido_de_nitrogeno,51,18.8416666666666667
2014,5,3,dioxido_de_nitrogeno,36,16.5583333333333333
2015,5,1,monoxido_de_carbono,15,8.7333333333333333
2014,5,1,monoxido_de_carbono,27,13.8000000000000000
2013,5,6,monoxido_de_carbono,28,14.6750000000000000
2016,5,0,monoxido_de_carbono,14,7.7250000000000000
2013,5,3,monoxido_de_carbono,22,13.2916666666666667
2016,5,3,monoxido_de_carbono,24,13.0500000000000000
2014,5,6,monoxido_de_carbono,26,14.0000000000000000
2014,5,2,monoxido_de_carbono,23,11.0250000000000000
2016,5,6,monoxido_de_carbono,22,11.2250000000000000
2013,5,1,monoxido_de_carbono,25,12.5833333333333333
2015,5,3,monoxido_de_carbono,22,9.6666666666666667
2014,5,3,monoxido_de_carbono,23,8.5750000000000000
2014,5,5,monoxido_de_carbono,25,14.2833333333333333
2016,5,5,monoxido_de_carbono,16,10.3416666666666667
2013,5,5,monoxido_de_carbono,26,15.3833333333333333
2015,5,6,monoxido_de_carbono,16,9.9083333333333333
2016,5,4,monoxido_de_carbono,18,8.1416666666666667
2014,5,4,monoxido_de_carbono,28,10.7333333333333333
2013,5,0,monoxido_de_carbono,15,9.3000000000000000
2015,5,2,monoxido_de_carbono,23,11.6333333333333333
2013,5,4,monoxido_de_carbono,26,15.6333333333333333
2015,5,5,monoxido_de_carbono,15,9.2916666666666667
2016,5,1,monoxido_de_carbono,23,11.4833333333333333
2016,5,2,monoxido_de_carbono,25,10.3416666666666667
2015,5,0,monoxido_de_carbono,18,8.6583333333333333
2015,5,4,monoxido_de_carbono,21,9.4833333333333333
2013,5,2,monoxido_de_carbono,22,11.9583333333333333
2014,5,0,monoxido_de_carbono,21,11.9500000000000000
2013,5,2,ozono,94,30.7250000000000000
2015,5,0,ozono,42,18.6666666666666667
2015,5,4,ozono,39,14.9166666666666667
2014,5,6,ozono,128,38.9333333333333333
2015,5,3,ozono,47,15.8250000000000000
2016,5,0,ozono,119,32.7666666666666667
2016,5,2,ozono,86,26.6916666666666667
2015,5,1,ozono,96,24.8416666666666667
2016,5,1,ozono,112,36.7000000000000000
2014,5,1,ozono,118,43.3416666666666667
2013,5,3,ozono,104,30.6750000000000000
2016,5,3,ozono,116,32.9833333333333333
2015,5,2,ozono,94,18.7750000000000000
2013,5,5,ozono,123,41.9000000000000000
2015,5,6,ozono,61,23.2000000000000000
2014,5,2,ozono,76,36.1916666666666667
2013,5,6,ozono,84,31.5916666666666667
2016,5,4,ozono,131,33.6666666666666667
2013,5,1,ozono,104,33.7166666666666667
2013,5,4,ozono,133,38.6250000000000000
2016,5,5,ozono,150,42.8583333333333333
2016,5,6,ozono,113,34.9833333333333333
2014,5,5,ozono,110,36.1750000000000000
2013,5,0,ozono,94,36.3916666666666667
2014,5,0,ozono,133,44.1083333333333333
2014,5,4,ozono,88,34.1500000000000000
2014,5,3,ozono,70,37.9166666666666667
2015,5,5,ozono,80,21.8250000000000000
2013,5,5,pm10,106,88.8666666666666667
2013,5,6,pm10,113,90.5916666666666667
2013,5,1,pm10,84,63.7666666666666667
2015,5,0,pm10,113,78.1500000000000000
2014,5,2,pm10,104,73.0750000000000000
2013,5,2,pm10,86,58.8000000000000000
2015,5,3,pm10,102,84.3583333333333333
2015,5,4,pm10,103,78.2500000000000000
2016,5,4,pm10,126,102.6500000000000000
2014,5,4,pm10,91,54.7250000000000000
2013,5,0,pm10,109,69.4833333333333333
2014,5,1,pm10,105,66.5500000000000000
2016,5,2,pm10,111,72.6083333333333333
2016,5,1,pm10,114,79.0916666666666667
2013,5,3,pm10,86,55.1166666666666667
2014,5,5,pm10,103,71.9750000000000000
2015,5,1,pm10,93,71.0250000000000000
2016,5,5,pm10,123,108.2333333333333333
2014,5,0,pm10,105,67.0250000000000000
2016,5,3,pm10,116,80.7833333333333333
2015,5,5,pm10,103,74.3916666666666667
2014,5,3,pm10,85,57.9333333333333333
2013,5,4,pm10,103,77.9750000000000000
2016,5,6,pm10,126,107.2000000000000000
2015,5,6,pm10,112,91.3916666666666667
2014,5,6,pm10,113,75.1833333333333333
2016,5,0,pm10,124,92.1666666666666667
2015,5,2,pm10,105,87.4833333333333333
2014,50,1,dioxido_de_azufre,9,6.0333333333333333
2014,50,2,dioxido_de_azufre,8,3.4916666666666667
2015,50,1,dioxido_de_azufre,26,11.7333333333333333
2014,50,0,dioxido_de_azufre,27,11.0416666666666667
2013,50,0,dioxido_de_azufre,40,7.9916666666666667
2015,50,5,dioxido_de_azufre,11,6.4750000000000000
2014,50,4,dioxido_de_azufre,14,9.8916666666666667
2015,50,6,dioxido_de_azufre,8,3.6500000000000000
2015,50,2,dioxido_de_azufre,38,21.9000000000000000
2015,50,0,dioxido_de_azufre,3,2.0250000000000000
2013,50,2,dioxido_de_azufre,25,6.5000000000000000
2015,50,4,dioxido_de_azufre,14,9.0833333333333333
2014,50,3,dioxido_de_azufre,11,4.9833333333333333
2014,50,6,dioxido_de_azufre,35,18.5833333333333333
2014,50,5,dioxido_de_azufre,31,17.1750000000000000
2013,50,3,dioxido_de_azufre,45,21.9333333333333333
2015,50,3,dioxido_de_azufre,27,8.8416666666666667
2013,50,4,dioxido_de_azufre,42,12.7333333333333333
2013,50,5,dioxido_de_azufre,15,5.2666666666666667
2013,50,6,dioxido_de_azufre,12,4.3333333333333333
2013,50,1,dioxido_de_azufre,7,3.9500000000000000
2015,50,3,dioxido_de_nitrogeno,47,23.9916666666666667
2015,50,4,dioxido_de_nitrogeno,53,26.0833333333333333
2013,50,2,dioxido_de_nitrogeno,37,17.6833333333333333
2014,50,6,dioxido_de_nitrogeno,34,19.1583333333333333
2014,50,1,dioxido_de_nitrogeno,19,13.8750000000000000
2013,50,3,dioxido_de_nitrogeno,40,17.3666666666666667
2014,50,5,dioxido_de_nitrogeno,44,20.8500000000000000
2015,50,0,dioxido_de_nitrogeno,19,10.3500000000000000
2015,50,1,dioxido_de_nitrogeno,32,19.0666666666666667
2013,50,6,dioxido_de_nitrogeno,55,24.0416666666666667
